Address,Date,Guest_review,Hotel_name,Max_price,Price,Star_rating
"81 S Huntington Ave,Boston,MA",6Dec,4.3,"enVision Hotel Boston Longwood, an Ascend Collection Member","Rs9,304","Rs9,304",2.5 stars
"891 Massachusetts Ave,Boston,MA",6Dec,3.6,Best Western Plus Boston Hotel,"Rs19,374","Rs6,576",2.5 stars
"40 South Ave,Boston,MA",6Dec,2.7,Extended Stay America - Boston - Burlington,"Rs6,958","Rs6,243",2.5 stars
"40 Bridge Street,Boston,MA",6Dec,3.7,Clipper Ship Inn,"Rs9,102","Rs6,622",2 stars
"19 Stuart Street,Boston,MA",6Dec,4.4,HI Boston,"Rs6,468","Rs6,468",2 stars
"845 Hancock St,Boston,MA",6Dec,4.2,Howard Johnson Quincy,"Rs8,777","Rs5,803",2 stars
"775 Providence Highway,Boston,MA",6Dec,3.0,Econo Lodge Sharon,"Rs4,973","Rs4,973",2 stars
"30 North Road,Boston,MA",6Dec,3.1,Bedford Motel,"Rs4,982","Rs4,982",2 stars
"219 Newbury Street,Boston,MA",6Dec,3.1,Knights Inn Danvers,"Rs4,811","Rs3,836",2 stars
"150 3rd Ave,Boston,MA",6Dec,3.1,The Constitution Inn,"Rs10,151","Rs6,016",2 stars
"125 Newbury Street,Boston,MA",6Dec,2.6,Plaza Inn,"Rs7,087","Rs4,226",2 stars
"595 North Ave,Boston,MA",6Dec,3.4,Lakeside Inn,"Rs5,702","Rs4,824",2 stars
"309 American Legion Hwy., Route 60 West,Boston,MA",6Dec,3.0,Rodeway Inn Logan International Airport,"Rs5,786","Rs5,136",2 stars
"100 N Beacon St,Boston,MA",6Dec,2.7,Super 8 - Watertown/Cambridge/Boston Area,"Rs6,111","Rs6,111",2 stars
"23 Farrington Avenue,Boston,MA",6Dec,2.6,The Farrington Inn,"Rs5,136","Rs3,186",1.5 star
"321 Broadway,Boston,MA",6Dec,2.3,Econo Lodge Malden,"Rs7,151","Rs5,786",1.5 star
"65 Newbury Street/US Route 1 North,Boston,MA",6Dec,2.8,Motel 6 Boston - Danvers,"Rs4,810","Rs4,550",1.5 star
"2 Hildreth Street,Boston,MA",6Dec,4.5,Fletcher Tavern Bed & Breakfast,"Rs7,477","Rs7,477",4.5 stars
"1657 Worcester Rd,Boston,MA",6Dec,3.9,Sheraton Framingham Hotel & Conference Center,"Rs13,149","Rs8,566",3.5 stars
"4 Chapel Ave,Boston,MA",6Dec,4.6,Andover Inn,"Rs15,539","Rs12,550",3.5 stars
"4 Highwood Drive,Boston,MA",6Dec,3.9,Holiday Inn Tewksbury Andover,"Rs7,997","Rs7,997",3.5 stars
"7 Beaver Dam Road,Boston,MA",6Dec,4.2,The Inn At Scituate Harbor,"Rs9,427","Rs9,427",3.5 stars
"123 Old River Rd,Boston,MA",6Dec,4.2,DoubleTree by Hilton Hotel Boston-Andover,"Rs13,588","Rs11,059",3.5 stars
"1360 Worcester St,Boston,MA",6Dec,4.2,Crowne Plaza Boston-Natick,"Rs11,378","Rs10,402",3.5 stars
"27 Patriot Place,Boston,MA",6Dec,4.7,Hilton Garden Inn Foxborough Patriot Place,"Rs27,891","Rs15,379",3 stars
"10 Campanelli Dr,Boston,MA",6Dec,4.1,Courtyard by Marriott Boston Andover,"Rs17,490","Rs14,563",3 stars
"124 Liberty St,Boston,MA",6Dec,4.4,Residence Inn By Marriott Boston Brockton,"Rs11,638","Rs9,688",3 stars
